建案編號,建案名稱,縣市	行政區,Unnamed: 3,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
26046,新東方花園,,,新北市林口區文化三路一段249巷85號,111,地上12層,,住宅大樓,,"二房(27.15~38.91坪),三房(35.63~49.91坪),四房(49.91~62.03坪)",住家用,,0,37.32%,25~28%,,,,60元/戶/月,RC造,住宅區,,朝西北、朝西南、朝東南,,"['親子遊戲區', '中庭花園', '接待大廳', '健身房']",,,
101711,立軒天真,,,新北市林口區文化三路一段447巷,45,"地上12層,地下3層",,住宅大樓,,"二房(29~33坪),三房(42~62坪)",住商用,,259坪,54.15%,31.5%,1:1.09,,,75元/坪/月,RC造,第五種住宅區,,朝西北、朝西南、朝東北,RC鋼筋混凝土。,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '健身房', '親子遊戲區', '信箱區']",,A9林口站,
26154,展悅中央公園大廈,,,新北市林口區文化三路一段406號,36,地上18層,,住宅大樓,,"三房(115.14~128.26坪),四房(110.19~130.91坪),五房(115.15坪)",見其他登記事項,,0,51.32%,34.19%,,,,8977元/戶/月,RC造,商業區,,朝東南、朝東北、朝西南,,,,,
5880663,山業寓璽,,,新北市林口區民權路73號旁,18,"地上6層,地下2層",預售屋,華廈,,"二房(25.6坪),三房(41.5坪),店面(47.29坪)",住商用,,222坪,45.56%,34%,1:0.78,,,無管理費,RC造,第二種住宅區,,朝西北、朝東南,依現場為主,['無公設'],,A9林口站,
26074,金星銀河,,,新北市林口區仁愛路二段309號,46,地上13層,,住宅大樓,,"三房(65.17~122.78坪),四房(65.17~81.53坪)",住家用,,654坪,52.77%,33.97%,,,,5492元/戶/月,RC造,住宅區,,朝東北,,,,,
26084,國家大苑,,,新北市林口區仁愛路一段30號,94,地上3層,,公寓,,"二房(80.02坪),三房(51.05~70.08坪),四房(51.05~70.44坪),五房(69.88~70.08坪)",住家用,,"3,022坪",39.30%,26.77%,,,,無管理費,RC造、其他,住宅區,,朝東北、朝西北,,,,,
28960,青荷,,,新北市林口區公園路179號,74,地上12層,,住宅大樓,,"三房(42.74~57.04坪),四房(56.17坪)",住家用,,0,56.25%,,,,,無管理費,RC造,住宅區,,朝東北,,,,,
34024,築禾悦,,,新北市林口區中北一街17巷2-12號,79,"地上11層,地下2層",,住宅大樓,,三房(39坪),住家用,,773坪,30.56%,32.39%,1:1.11,,,1929元/坪/月,RC造,第二種住宅區,,朝南,銀立淨乳膠漆、Konler衛浴、Taya廚具,"['接待大廳', '中庭花園', '交誼廳', '健身房', '親子遊戲區', '廚藝教室']",,,
29059,都市城堡,,,新北市林口區東明一街108號,25,地上3層,,透天,,"四房(95.68~104.35坪),五房(84.34~113.5坪)",見其他登記事項,,979坪,39.99%,,,,,500元/戶/月,RC造、其他,住宅區,,朝東南,,,,,
35443,群祥悅,,,新北市林口區文化北路一段60巷,44,"地上12層,地下2層",,住宅大樓,,"二房(25坪),三房(35坪)",住家用,,405坪,29.68%,33%,1:0.86,,,4072元/坪/月,RC造,第二種住宅區,,朝北、朝南,混凝土使用國產實業水泥，德國BWT社區過濾水系統、英國STUDOR吸氣閥、5+5LOW_E膠合玻璃、INAX系列衛浴、林內廚具+奧地利BLUM五金+美國愛惠浦直飲水濾芯、室內廚房浴室三洋磁磚+客廳房間地面冠軍磁磚。,"['接待大廳', '空中花園', '交誼廳', '健身房', '信箱區']",,機場捷運A9站(林口站),
5962571,宏樸 曉霧,,,新北市林口區八德路500巷、惠民街30巷口,22,"地上9層,地下2層",預售屋,華廈,,"一房(18坪),1+1房(21坪),2+1房(28坪)",住家用,,169坪,35.89%,36.14~36.14%,1:0.59,,,120元/坪/月,RC造,第二種住宅區,,朝西北,RC鋼筋混凝土,"['接待大廳', '會議室', '健身房', '信箱區', '曬被區']",,A9林口站,
26153,世界之洲,,,新北市林口區臺北縣林口鄉文化三路一段394巷36號,69,地上19層,,住宅大樓,,"二房(58.56坪),三房(40.82~92.62坪),四房(66.56~129.27坪),五房(101.15~104.33坪)",見其他登記事項,,0,52.45%,28.1~28.52%,,,,65元/戶/月,RC造,商業區,,朝西南、朝東南、朝西北,,"['接待大廳', '中庭花園', '健身房']",,,
28966,青荷二期,,,新北市林口區文化二路一段230巷70號,66,地上12層,,住宅大樓,,"二房(44.68~57.89坪),三房(34.88~75.8坪),四房(57.46~58.99坪),五房(87.76坪)",住家用,,0,50.20%,,,,,1400元/戶/月,RC造,住宅區,,朝西北,,,,,
104498,宏樸CASA,,,新北市林口區公園路(麗林國小對面),25,"地上7層,地下1層",,華廈,,一房(12~15坪),住家用,,78坪,49.96%,38.23%,1:0.24,,,待定,RC造,第五種住宅區,,朝西北、朝東南,依現場為主,['信箱區'],,機捷A9林口站,
102215,益騏夢翔,,,新北市林口區麗林段92地號,63,"地上10層,地下2層",,華廈,,"二房(22~23坪),三房(33~35坪)",住商用,,631坪,29.42%,31~32%,1:0.94,,,2820元/坪/月,RC造,第二種住宅區,,朝南、朝東,RC鋼筋混凝土。,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '健身房', '親子遊戲區', '信箱區']",,A9林口站,
26075,紐約上城,,,新北市林口區文化三路二段115巷147號,79,地上10層,,華廈,,"三房(44.27~59.15坪),四房(44.28~66.48坪)",住家用,,0,38.91%,1~28.54％%,,,,140元/戶/月,RC造,住宅區,,朝西北,,"['接待大廳', '交誼廳']",,,
28883,林口花園廣場,,,新北市林口區中山路250號,107,地上15層,,住宅大樓,,"二房(41.7~46.07坪),三房(31.49~65.09坪),四房(54.88坪)",住家用,,0,,32.2%,,,,2510元/戶/月,RC造,住宅區,,朝西、朝東北、朝西南、朝東南,,,,,
6015790,證源富承,,,新北市林口區林口路158號對面,30,"地上9層,地下2層",預售屋,華廈,,"二房(25.96坪),三房(39.46坪),2+1房(34.18坪)",住商用,,347坪,41.73%,31.35~31.35%,1:0.97,,,無管理費,RC造,第二種住宅區,,朝東北、朝東南,RC鋼筋混凝土,['無公設'],,暫無,
25993,天地之美,,,新北市林口區文化二路一段260巷1號,64,地上14層,,住宅大樓,,"三房(40.87~97.8坪),四房(48.99~62.56坪),五房(87.46坪)",住家用,,631坪,37.98%,22.31%,,,,無管理費,RC造、其他,住宅區,,朝西北,,,,,
34537,國璽雅居,,,新北市林口區惠民街47號,25,"地上7層,地下2層",,華廈,,"二房(31.16~39.62坪),三房(31.16~63.13坪)",見其他登記事項,,354坪,30.07%,35~36%,,,,無管理費,RC造,第二種住宅區,,朝東北,,"['接待大廳', '信箱區']",,,
11505,森Tower,,,新北市林口區忠孝路71-81號,58,"地上23層,地下3層",,住宅大樓,,三房(75~111坪),住家用,,808坪,48.12%,31%,1:2.31,,,70元/坪/月,RC造,第五種住宅區,,朝西南,RC鋼筋混凝土、TOTO衛浴、櫻花廚具、Bosch烘碗機,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '閱覽室', '健身房']",,捷運A9林口站,
11457,福樺謙禮大廈,,,新北市林口區文化三路一段359號,30,地上17層,,住宅大樓,,"三房(102.44~180.09坪),四房(102.67~142.31坪)",見其他登記事項,,0,29.82%,34.76%,,,,無管理費,RC造,住宅區,,朝東南,,,,,
5876319,聯太淳青,,,新北市林口區建林段609地號,24,"地上11層,地下2層",,住宅大樓,,三房(37.47坪),住商用,,347坪,31.22%,33.9%,1:1.29,,,無管理費,RC造,第二種住宅區,,朝東北,廚具：Clean up廚具 、林內三機 、LG人造石檯面，衛浴： KOHLER，其他：台灣水泥、三協鋁門窗、Durgo吸氣閥、3M淨水器、三合一電子鎖、立邦乳膠漆、新光保全監控  ,"['接待大廳', '中庭花園', '交誼廳', '健身房', '信箱區']",,機捷林口站,
26406,樂見,,,新北市林口區南勢四街237號,16,"地上9層,地下2層",,華廈,,"三房(42.09~63.77坪),四房(62.03坪)",見其他登記事項,,234坪,38.15%,30~31%,,,,80元/戶/月,RC造,第二種住宅區,,朝東北,,['接待大廳'],,,
26120,九揚香爵大廈,,,新北市林口區忠孝路377號,75,地上10層,,華廈,,"二房(26.43~39.64坪),三房(37.33~57.14坪),四房(69.41坪)",住家用,,0,41.90%,28.13%,,,,2284元/戶/月,RC造,住宅區,,朝東南、朝東北、朝西北、朝南、朝西南,,,,,
26023,鴻福園,,,新北市林口區民族路292號,31,地上10層,,住宅大樓,,"二房(32.39坪),三房(18.4~45.5坪),四房(46.2坪)",住家用,,0,40.58%,,,,,800元/戶/月,RC造,住宅區,,朝西北,,,,,
26408,和洲甜Me2,,,新北市林口區南勢二街382號,64,"地上7層,地下2層",,華廈,,"一房(16.53坪),二房(27.07~37坪),三房(40.11~40.13坪)",見其他登記事項,,0,39.92%,30~31%,,,,65元/戶/月,RC造,第二種住宅區,,朝東北、朝西北,,"['接待大廳', '閱覽室', '會議室', '交誼廳', '瑜伽教室', '健身房', '信箱區']",,,
29035,仁愛富軒,,,新北市林口區仁愛路二段269號,18,地上13層,,住宅大樓,,"三房(43.13~70.13坪),四房(67.05~85.33坪)",住家用,,0,69.65%,24.49%,,,,2838元/戶/月,RC造,商業區,,朝東北,,,,,
11510,冠富林六期,,,新北市林口區仁愛路二段106巷20號,14,"地上7層,地下2層",,華廈,,"三房(76.01坪),四房(47~47.85坪)",見其他登記事項,,221坪,37.79%,,,,,無管理費,RC造,第二種住宅區,,,,,,,
28999,百合,,,新北市林口區中北三街262號,56,地上4層,,透天,,"三房(55.24~63.85坪),四房(54.25~63.89坪)",見其他登記事項,,"1,361坪",46.75%,,,,,無管理費,RC造、其他,住宅區,,朝西南,,,,,
105009,薇閣雲軒,,,新北市林口區東明一街一巷,14,"地上4層,地下1層",,透天,,三房(117.03坪),住家用,,711坪,39.25%,,1:1.67,,,無管理費,RC造,第一種住宅區,,,,,,A8長庚醫院站、A9林口站,
26163,當代逸境,,,新北市林口區民有街20號,113,地上15層,,住宅大樓,,"三房(51.22~67.79坪),四房(61.54~67.96坪),五房(105.2~125.79坪)",見其他登記事項,,0,43.71%,27~28%,,,,55元/戶/月,RC造,商業區,,朝西北、朝東南、朝東北,,"['接待大廳', '閱覽室', '交誼廳', '健身房', '桌球室', '兒童遊戲區']",,,
26407,富公園,,,新北市林口區文化二路一段230巷3號,33,"地上11層,地下2層",,住宅大樓,,"一房(23.78~27.47坪),二房(23.78~41.56坪),三房(37.89~44.6坪)",見其他登記事項,,178坪,59.45%,25.00%,,,,4068元/戶/月,RC造,第五種住宅區,,朝東南,,,,,
26276,九揚香提,,,新北市林口區忠孝路370號,70,地上13層,,住宅大樓,,"一房(84.75坪),二房(75.8~119.37坪),三房(48.62~100.01坪),四房(66.74~112.06坪),五房(84.75坪)",見其他登記事項,,0,42.31%,31.46%,,,,7624元/戶/月,RC造,住宅區,,朝東北、朝東南、朝東,,,,,
28954,椿之林,,,新北市林口區南勢四街82巷2號,16,地上3層,,別墅,,四房(70.49坪),住家用,,0,,6.59%,,,,7674元/戶/月,RC造、其他,住宅區,,朝西北,,,,,
11509,霞公館,,,新北市林口區文化三路一段463號,31,地上15層,,住宅大樓,,"二房(103.13坪),三房(101.32~118.35坪),四房(101.32~103.13坪)",見其他登記事項,,0,57.64%,32.42%,,,,11513元/戶/月,RC造,住宅區,,朝東北、朝西北,,,,,
11414,棕櫚福別墅,,,新北市林口區麗園二街36巷10號,23,地上3層,,透天,,"四房(78.83~81.98坪),五房(81.89~81.98坪)",見其他登記事項,,0,39.98%,19.16%,,,,4365元/戶/月,RC造、其他,住宅區,,朝西南、朝東北,,,,,
29024,雅曼NUSA,,,新北市林口區南勢街250巷1號,189,地上9層,,住宅大樓,,"二房(29.74~45.92坪),三房(29.95~84.75坪),四房(45.29~86.55坪),五房(85~87.35坪)",住家用,,0,40.98%,34.6%,,,,無管理費,RC造,住宅區,,朝西南、朝東北、朝東南、朝東,,,,,
35035,八方馥寓,,,新北市林口區文林四街17~27號,65,"地上11層,地下2層",,住宅大樓,,三房(40~47坪),住商用,,752坪,32.96%,32%,1:1.08,,,60元/坪/月,RC造,住宅區,,朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南,依現場為主,"['接待大廳', '中庭花園', '交誼廳', '會議室', '閱覽室', '健身房', '親子遊戲區']",,,
5934376,未來之光,,,新北市林口區文化三路二段43號,406,"地上19層,地下3層",,住宅大樓,,,住宅,,0,,,,,,6700元/戶/月,,住宅區,,朝東南,,,,,
28953,闊然居,,,新北市林口區民族路82巷20號,58,地上10層,,華廈,,"三房(33.24~49.43坪),四房(42.08~56.39坪)",住家用,,0,35.33%,21~25%,,,,70元/戶/月,RC造,住宅區,,朝東北、朝西南,,"['會議室', '接待大廳', '中庭花園', '視聽室', '交誼廳']",,,
26115,水明漾,,,新北市林口區忠孝路380號,75,地上15層,,住宅大樓,,"二房(69.53坪),三房(34.57~88.55坪),四房(16.16~124.24坪),五房(104.2坪)",住家用,,926坪,52.60%,30~30.1%,,,,77元/戶/月,RC造,住宅區,,朝東北、朝西南、朝西北,,"['游泳池', '健身房', '交誼廳', '視聽室']",,,
42744,源峰掬境,,,新北市林口區民族路213號,68,"地上12層,地下3層",,住宅大樓,,"二房(25.26坪),2+1房(31~33坪),3+1房(42坪)",住商用,,599坪,32.64%,33%,1:1.21,,,85元/坪/月,RC造,第二種住宅區,,朝西北、朝西南、朝東南,依現場為主,"['接待大廳', '中庭花園', '交誼廳', '會議室', '健身房', '信箱區']",,A9林口站,
11422,大亨堡,,,新北市林口區竹林路3號,85,地上7層,,華廈,,"三房(60.41~89.29坪),四房(57.41~83.83坪),五房(70.72~78.42坪)",住家用,,0,42.04%,13.59%,,,,3996元/戶/月,RC造,住宅區,,朝北、朝西北、朝東北,,,,,
29004,文化新象,,,新北市林口區文化二路一段68巷41號,70,地上12層,,住宅大樓,,"三房(53.8~86.02坪),四房(62.19~100.68坪)",住家用,,0,46.07%,27.9%,,,,無管理費,RC造,住宅區,,朝西北、朝西南、朝東北,,,,,
34476,麗池桂冠,,,新北市林口區文化北路一段258~288號,68,"地上16層,地下2層",,住宅大樓,,店面(62~100坪),住商用,,"1,619坪",49.67%,31%,1:2.46,,,100元/坪/月,RC造,第二種住宅區,,朝西北,結構：戴雲發、衛浴：TOTO,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '視聽室', '游泳池', '健身房', 'KTV', '瑜伽教室', '信箱區']",,A9林口站,
102884,源峰澄境,,,新北市林口區民族路(第二運動公園正對面),61,"地上14層,地下3層",,住宅大樓,,"三房(38坪),2+1房(29~33坪)",住商用,,411坪,32.11%,33.5%,1:0.9,,,無管理費,RC造,第五種住宅區,,朝西北,依現場為主,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '健身房', '親子遊戲區', '兒童遊戲區', '信箱區']",,A9林口站,
43055,麗江家家,,,新北市林口區四維路3-11號,73,"地上15層,地下3層",,住宅大樓,,店面(54坪),住商用,,274坪,46.2%,32.26%,1:0.73,,,70元/坪/月,RC造,中心商業區,,朝西南、朝東北,依現場為主,"['接待大廳', '中庭花園', '交誼廳']",,A9林口站,
11487,璞石山匯,,,新北市林口區仁愛路一段211巷76號,19,地上3層,,透天,,"三房(119.96坪),四房(119.06~129.14坪)",見其他登記事項,,"1,241坪",39.25%,,,,,無管理費,RC造、其他,住宅區,,朝西,,,,,
11480,境朗,,,新北市林口區麗園二街23巷13號,21,"地上3層,地下1層",,透天,,"三房(100.83~129.54坪),四房(90.66~153.94坪),五房(94.42~102.63坪)",住家用,,"1,000坪",40.18%,22.34%,,,,8089元/戶/月,RC造、其他,,,朝東、朝西,,,,,
34323,寬隱,,,新北市林口區東明二街98號,32,"地上5層,地下1層",,別墅,,,住家用,,"1,439坪",39.98%,26%,1:2.13,,,55元/坪/月,RC造,住宅區,,朝西、朝東,SAKURA全套廚具、HCG、TOTO衛浴【以上為選配建材】、Yale電子鎖、80*80拋光石英磚,['會議室'],,A8、A9站約13分鐘,
6022113,富浤一響,,,新北市林口區中山路,28,"地上9層,地下3層",預售屋,華廈,,"二房(21~23坪),三房(31~33坪)",住商用,,244坪,46.82%,34.5~34.5%,1:1.07,,,無管理費,RC造,第二種住宅區,,朝北、朝南,LIXIL 廚具、BOSCH洗碗機、Rinnai抽油煙機/烘碗機/瓦斯爐、INAX衛浴、Panasonic 暖風機、PHILIPS Alpha電子鎖、錦鋐氣密窗、3M淨水器、SUNWAVE靜音水槽、GROHE龍頭、 LG廚具檯面,"['接待大廳', '健身房', '信箱區', '多功能教室', '包裹室']",,暫無,
104750,聯虹星耀,,,新北市林口區力行段 231、232 地號,70,"地上15層,地下4層",,住宅大樓,,"二房(22~33坪),三房(40~43坪)",住家用,,269坪,54.23%,33.88%,1:0.84,,,75元/坪/月,RC造,中心商業區,,朝北、朝南,"廚具 : 德久廚具Pfleiderer品牌(德國進口板材)搭配林內三機
           日本市占率最高品牌、質感樂取抽、日系足元抽
           靜音水槽、LED照明燈、立式伸縮龍頭
衛浴 : TOTO全系列品牌搭配智能免治溫感座
           面盆上鏡櫃（可收納）、下浴櫃（可收納）
           鋼板琺瑯浴缸、台達電子暖風機
電梯：迅達電梯、搭配奈米觸媒空氣清淨器
智能：mifare門禁讀卡(智能訪客QR CODE)
　　　電梯智能語音控制樓層
健康：長庚生技活水
網路：停車場無線WIFI","['接待大廳', '交誼廳', '閱覽室', '健身房', '信箱區', '曬被區']",,捷運A9林口站,
11470,雲品,,,新北市林口區文化三路一段415號,18,地上20層,,住宅大樓,,"三房(155.37坪),四房(118.48~153.86坪),五房(155.37坪)",見其他登記事項,,314坪,60.00%,34.26%,,,,15000元/戶/月,RC造,住宅區,,朝東北、朝南、朝西北,,,,,
25986,台北鄉村別墅,,,新北市林口區竹林路16巷68號,9,地上2層,,透天,,"三房(40.5~57.93坪),四房(40.5~57.93坪),五房(57.93坪)",住家用,,627坪,,,,,,51574.5元/戶/月,加強磚造,住宅區,,朝東、朝東北、朝西南、朝西,,,,,
26258,一悅藏,,,新北市林口區公園路157號,27,地上15層,,住宅大樓,,"三房(88.82~101.28坪),四房(88.82~125.78坪),五房(88.91坪)",見其他登記事項,,0,47.93%,33.84%,,,,無管理費,RC造,住宅區,,朝東北,,,,,
101810,晴悦,,,新北市林口區東明一街115巷13~19號,6,地上4層,,別墅,,"四房(101.82坪),五房(104.47坪)",住家用,,295坪,39.99%,,1:1,,,無管理費,RC造,住宅區,,朝西,RC鋼筋混凝土，日本第一品牌INAX、5+5Low-E膠合玻璃、戶戶室內電梯；標準配備無廚具,['無公設'],,A9林口站,
6004860,冠宸雲天下,,,新北市林口區仁愛路一段103巷11號,23,"地上4層,地下2層",新成屋,別墅,,,住家用,,"1,211坪",39.99%,,,,,無管理費,RC造,住宅區,,朝北、朝南、朝東,依現況交屋,"['閱覽室', '健身房', '信箱區', '撞球間', '戶外烤肉區']",,暫無,
5936796,聯虹珺玥,,,新北市林口區竹林一路.,54,"地上10層,地下3層",預售屋,華廈,,"二房(21~22坪),三房(35~37坪)",住家用,,465坪,29.45%,33.89~33.89%,1:1.19,,,無管理費,RC造,第二種住宅區,,朝西南,廚具:LIGHT、林內三機、BEST洗碗機，衛浴:INAX、Innoci面盆、鏡櫃，五金:INAX，其他:INAX感應龍頭、冠軍SPC木地板、飛利浦電子鎖,"['接待大廳', '交誼廳', '健身房', '信箱區']",,暫無,
